"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Hack Squat";"1";"60.0";"12";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Hack Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Hack Squat";"2";"110.0";"12";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Hack Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Hack Squat";"3";"150.0";"12";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Hack Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Press";"1";"100.0";"12";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Press";"2";"140.0";"12";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Press";"3";"190.0";"12";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Extension (Machine)";"1";"35.0";"12";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Extension (Machine)";"2";"60.0";"12";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Extension (Machine)";"3";"80.0";"6";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Seated Leg Curl (Machine)";"1";"20.0";"12";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Seated Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Seated Leg Curl (Machine)";"2";"35.0";"12";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Seated Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Seated Leg Curl (Machine)";"3";"50.0";"12";"";"";"";"";""
"96";"2025-04-10 14:10:48";"Afternoon Workout";"6466";"Seated Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Elliptical Machine";"1";"";"";"";"1000.0";"6.0";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Elliptical Machine";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Seated Overhead Press (Dumbbell)";"1";"7.5";"12";"";"";"";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Seated Overhead Press (Dumbbell)";"2";"12.5";"12";"";"";"";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Seated Overhead Press (Dumbbell)";"3";"17.5";"4";"";"";"";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Seated Overhead Press (Dumbbell)";"4";"15.0";"4";"";"";"";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Lateral Raise (Dumbbell)";"1";"5.0";"12";"";"";"";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Lateral Raise (Dumbbell)";"2";"7.5";"12";"";"";"";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Lateral Raise (Dumbbell)";"3";"10.0";"8";"";"";"";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Front Raise (Plate)";"1";"7.5";"12";"";"";"";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Front Raise (Plate)";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Front Raise (Plate)";"2";"10.0";"12";"";"";"";"";""
"97";"2025-04-14 19:30:55";"Evening Workout";"1774";"Front Raise (Plate)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Cycling (Indoor)";"1";"";"";"";"100.0";"10.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Cycling (Indoor)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Push Up";"1";"0.0";"10";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Push Up";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Push Up";"2";"0.0";"10";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Push Up";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Push Up";"3";"0.0";"10";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Push Up";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Push Up";"4";"0.0";"10";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Push Up";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Lat Pulldown (Cable)";"1";"20.0";"12";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Lat Pulldown (Cable)";"2";"30.0";"12";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Lat Pulldown (Cable)";"3";"40.0";"12";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Seated Row (Cable)";"1";"20.0";"12";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Seated Row (Cable)";"2";"30.0";"12";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Seated Row (Cable)";"3";"40.0";"9";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Chest Fly";"1";"20.0";"12";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Chest Fly";"2";"25.0";"12";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Chest Fly";"3";"30.0";"6";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Shoulder Press (Machine)";"1";"15.0";"12";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Shoulder Press (Machine)";"2";"20.0";"8";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Shoulder Press (Machine)";"3";"20.0";"5";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Shoulder Press (Machine)";"4";"20.0";"6";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Bench Press (Barbell)";"1";"5.0";"10";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Bench Press (Barbell)";"2";"7.5";"6";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Bench Press (Barbell)";"3";"7.5";"6";"";"";"";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Running (Treadmill)";"1";"";"";"";"350.0";"5.0";"";""
"98";"2026-01-19 13:26:34";"Midday Workout";"4854";"Running (Treadmill)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Running (Treadmill)";"1";"";"";"";"1250.0";"15.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Running (Treadmill)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Elliptical Machine";"1";"";"";"";"1000.0";"5.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Elliptical Machine";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Lat Pulldown (Cable)";"1";"15.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Lat Pulldown (Cable)";"2";"20.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Lat Pulldown (Cable)";"3";"25.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Row (Cable)";"1";"20.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Row (Cable)";"2";"25.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Row (Cable)";"3";"30.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Overhead Press (Dumbbell)";"1";"5.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Overhead Press (Dumbbell)";"2";"7.5";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Overhead Press (Dumbbell)";"3";"10.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Preacher Curl (Machine)";"1";"15.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Preacher Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Preacher Curl (Machine)";"2";"20.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Preacher Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Preacher Curl (Machine)";"3";"25.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Preacher Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Triceps Extension (Dumbbell)";"1";"7.5";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Triceps Extension (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Triceps Extension (Dumbbell)";"3";"12.5";"8";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Squat (Bodyweight)";"1";"0.0";"50";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Squat (Bodyweight)";"Rest Timer";"";"";"";"";"120.0";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Squat (Bodyweight)";"2";"0.0";"50";"";"";"";"";""
"99";"2026-01-20 13:29:35";"Midday Workout";"5233";"Squat (Bodyweight)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Running (Treadmill)";"1";"";"";"";"1350.0";"15.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Running (Treadmill)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Elliptical Machine";"1";"";"";"";"1000.0";"5.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Elliptical Machine";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Lat Pulldown (Cable)";"1";"20.0";"12";"";"";"";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Lat Pulldown (Cable)";"2";"20.0";"12";"";"";"";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Lat Pulldown (Cable)";"3";"25.0";"12";"";"";"";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Front Raise (Plate)";"1";"5.0";"12";"";"";"";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Front Raise (Plate)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Front Raise (Plate)";"2";"7.5";"12";"";"";"";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Front Raise (Plate)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Front Raise (Plate)";"3";"10.0";"12";"";"";"";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Front Raise (Plate)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Triceps Pushdown (Cable - Straight Bar)";"1";"20.0";"12";"";"";"";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Triceps Pushdown (Cable - Straight Bar)";"2";"25.0";"12";"";"";"";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Triceps Pushdown (Cable - Straight Bar)";"3";"30.0";"10";"";"";"";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Squat (Bodyweight)";"1";"0.0";"20";"";"";"";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Squat (Bodyweight)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Squat (Bodyweight)";"2";"0.0";"20";"";"";"";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Squat (Bodyweight)";"Rest Timer";"";"";"";"";"120.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Running (Treadmill)";"1";"";"";"";"800.0";"10.0";"";""
"100";"2026-01-21 13:39:30";"Midday Workout";"4271";"Running (Treadmill)";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Running (Treadmill)";"1";"";"";"";"2000.0";"23.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Running (Treadmill)";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Extension (Machine)";"1";"20.0";"12";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Extension (Machine)";"2";"25.0";"12";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Extension (Machine)";"3";"30.0";"12";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Squat (Barbell)";"1";"40.0";"12";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Squat (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Squat (Barbell)";"2";"60.0";"12";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Squat (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Squat (Barbell)";"3";"80.0";"5";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Squat (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Press";"1";"80.0";"12";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Press";"2";"80.0";"12";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Press";"3";"80.0";"12";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Lying Leg Curl (Machine)";"1";"10.0";"12";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Lying Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Lying Leg Curl (Machine)";"2";"15.0";"12";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Lying Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Lying Leg Curl (Machine)";"3";"25.0";"12";"";"";"";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Lying Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Running (Treadmill)";"1";"";"";"";"32000.0";"5.0";"";""
"101";"2026-01-22 13:06:08";"Midday Workout";"4744";"Running (Treadmill)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Running (Treadmill)";"1";"";"";"";"1300.0";"15.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Running (Treadmill)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lat Pulldown (Cable)";"1";"20.0";"15";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lat Pulldown (Cable)";"2";"25.0";"12";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lat Pulldown (Cable)";"3";"25.0";"12";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lat Pulldown (Cable)";"4";"35.0";"12";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lat Pulldown (Cable)";"5";"45.0";"8";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Seated Row (Cable)";"1";"20.0";"12";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Seated Row (Cable)";"2";"30.0";"12";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Seated Row (Cable)";"3";"40.0";"12";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lateral Raise (Dumbbell)";"1";"5.0";"12";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lateral Raise (Dumbbell)";"2";"5.0";"12";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lateral Raise (Dumbbell)";"3";"5.0";"12";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lateral Raise (Dumbbell)";"4";"5.0";"12";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lateral Raise (Dumbbell)";"5";"2.5";"15";"";"";"";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"102";"2026-01-27 13:45:51";"Midday Workout";"5904";"Lateral Raise (Dumbbell)";"6";"5.0";"6";"";"";"";"";""
